alumno,espanol,matematicas
9157,"LOGRA LEER ENUNCIADOS CORTOS CON AYUDA DE LA TUTORA Y LOS COPEA PALABRA POR PALABRA, LOGRA SEPARAR PALABRAS DE 4 SILABAS, PARA EXPRESAR SUS IDEAS LO HACE CUANDO SE LE CUESTIONA DE FORMA DIRECTA Y ESCRIBE RIMAS DIVERTIDAS. 
","RECONOCE CATRACTERÕSTICAS DE LAS FIGURAS GEOM…TRICAS Y LAS DIFERENCIA ENTRE SÕ, REALIZA CONFIGURACIONES Y PATRONES CON LAS MISMAS, CONOCE LOS N⁄MEROS HASTA EL 30 Y RESUELVE PROBLEMAS A TRAV…S DEL CONTEO Y SOBRE CONTEO  EXPRESA Y REGISTRA LOS N⁄MEROS
"
9158,"SE EXPRESA DE FORMA  ORAL Y  ESCRITA, FAVORECE SU LENGUAJE AL EXPRESARSE FRENTE AL GRUPO, IDENTIFICA LAS VOCALES Y SU NOMBRE LO ESCRIBE UBICANDO EL ESPACIO Y COPIA PALABRAS CORTAS."," IDENTIFICA N˙MEROS, CUENTA DE MANERA ASCENDENTE Y DESCENDENTE, RESUELVE PROBLEMAS, IDENTIFICA COLORES PRIMARIOS, SECUNDARIOS Y REPRODUCE PATRONES ESPACIO (CERCA, LEJOS, ARRIBA, ABAJO) Y REALIZA SUMAS PEQUE—AS."
9159,"PUEDE MENCIONAR LAS CARACTERÌSTICAS DE LOS OBJETOS Y PERSONAS QUE CONOCE Y OBSERVA. COMUNICA DE FORMA CORRECTA CÛMO ES, CÛMO OCURRIÛ O CÛMO FUNCIONA ALGO","IDENTIFICA ALGUNOS USOS DE LOS N˙MEROS EN SU VIDA COTIDIANA, ENTENDIENDO SUS SIGNIFICADOS. CONOCE EL VALOR DE LAS MONEDAS DE $1, $2, $5 Y $10 Y LAS USA EN SITUACIONES REALES O FICTICIAS AL PARTICIPAR EN JUEGOS DONDE COMPRA Y VENDE. "
9160,"CREA CUENTOS TOMANDO EN CUENTA EL LUGAR, LOS PERSONAJES Y LA SECUENCIA DE HECHOS. ESTABLECE UNA RELACIÛN ENTRE LA INICIAL DE SU NOMBRE Y SU SONIDO Y ASÌ CON OTRAS PALABRAS. INTERCAMBIA IDEAS ACERCA DE CÛMO SE ESCRIBE UNA PALABRA.","COMUNICA LOS N˙MEROS DE FORMA ORAL Y ESCRITA DEL 1 AL 30. COMPRENDE Y RESUELVE SUMAS Y RESTAS SENCILLAS. SE APROPIA DE ALGUNOS CONCEPTOS DE MEDICIÛN PARA LA PREPARACIÛN DE ALIMENTOS COMO TAZA, CUCHARADA, ETC. HACE USO DE REFERENCIAS TEMPORALES."
9161,"ESCUCHA LA NARRACIÛN DE DISTINTOS GÈNEROS LITERARIOS ES CAPAZ DE DESCRIBIR LOS MOMENTOS QUE LE PROVOCARON ALGUNA SENSACIÛN O SENTIMIENTO. 
INICIA CON LA IDENTIFICACION DE CONSONATES Y FORMA SILABAS.","LOGRA CONTAR EN ORDEN DESCENDENTE DESDE EL NUMERO 10 HASTA EL
1EN ACTIVIDADES, JUEGOS O CANCIONES. HACE UN AN·LISIS DE FRECUENCIA DE DATOS A TRAVÈS DE CUESTIONAMIENTOS GUIADOS."
9162,ESCUCHA CON ATENCIÛN LO QUE DICEN LOS DEM·S. ES CAPAZ DE ENTABLAR UNA CONVERSACIÛN SOBRE EL TEMA QUE SE EST· ABORDANDO. RESPETA LOS TURNOS PARA DAR SU OPINIÛN SOBRE UN TEMA DADO. MUESTRA INTERÈS POR LO QUE LE COMUNICA.,"MEDIANTE DISTINTAS ACTIVIDADES REALIZA EL CONTEO DE OBJETOS QUE SE LE MUESTRAN Y MENCIONA LA CANTIDAD CORRECTA. REALIZA EL CONTEO CORRECTO EN ORDEN ASCENDENTE 1,2,3,4,5,. AL MOSTRARLE DOS GRUPOS DE ELEMENTOS MENCIONA CUAL TIENE M·S POR PERCEPCIÛN. "
9163,HACE INTENTOS PARA TRANSCRIBIR  SU NOMBRE DE UN TEXTO ESCRITO ,REALIZA AGRUPACIONES DE OBJETOS SEGUN SU TAMAÒO
9164,MENCIONA CARACTERÌSTICAS DE OBJETOS Y PERSONAS QUE CONOCE Y OBSERVA.,"COMUNICA DE MANERA ORAL Y ESCRITA LOS N˙MEROS DEL 1 AL 10 EN DIVERSAS SITUACIONES Y DE DIFERENTES MANERAS, INCLUIDA LA CONVENCIONAL. "
9165,"DESCRIBE DE FORMA BREVE PERSONAJES DE CUENTOS QUE YA CONOCE Y CON AYUDA INVENTA NUEVAS HISTORIAS CONT·NDOLAS CON ORDEN. DESCRIBE OBJETOS O PERSONAS MENCIONANDO ALGUNAS CARACTERÌSTICAS PRINCIPALES.
","UTILIZA LAS DIFERENTES FIGURAS GEOMÈTRICAS PARA REPRODUCIR FORMAS GEOMÈTRICAS DE MANERA LIBRE Y CON AYUDA SIGUIENDO ALGUNOS MODELOS. UTILIZA LAS REFERENCIAS ARRIBA, ABAJO, ADENTRO, AFUERA, AL LADO, EN FRENTE EN ALGUNAS DIN·MICAS PARA UBICAR OBJETOS."
9166,"IDENTIFICA LA RIMA EN DIFERENTES ORACIONES,  CUANDO TIENE DI·LOGO FAMILIAR EXPONE SU PUNTO DE VISTA ESCUCHA ATENTAMENTE LO QUE SE LE INDICA Y LOGRA  CON APOYO EXPRESAR CON SUS PROPIAS IDEAS Y REALIZAR ACCIONES DE ACUERDO CON LAS INSTRUCCIONES.","ORDENA CON FACILIDAD COLECCIONES EN FORMA ASCENDENTE Y DESCENDENTE DE CUALQUIER CANTIDAD DE ELEMENTOS. SE UBICA EN RELACIÛN A OBJETOS USANDO TEMIMOS COMO (CERCA, LEJOS, ARRIBA ABAJO, ETC) REALIZA MEDIACIONES DE OBJETOS CON MEDIDAS NO CONVENCIONALES."
9167,MUESTRA GUSTO E INTERES AL PARTICIPAR EN ACTIVIDADES DE LECTURA. CUANDO QUIERE SABER SOBRE ALGUN TEMA DETERMINADO INDAGA EN DIVERSOS TEXTOS Y EXPRESA LAS IDEAS Y OPINONES SOBRE LOS MISMOS IDENTIFICA Y ESCRIBE SU NOMBRE COMPLETO,REALIZA CONTEO SOBRE COLECCIONES NO MAYORES A 30 ELEMENTOS UTILIZA SUS PROPIAS ESTRATEGIAS DE CONTEO Y LAS EXPLICA MUESTRA GRAN HABILIDAD A CLASIFICAR DIVERSOS OBJETOS DE SU ENTORNO DE ACUERDO A SUS CARACTERISTICAS EN RELACION CON FIGURAS GEOMETRICAS
9168,"DE FORMA GUIADA EXPRESA Y ARGUMENTA SI EST· EN ACUERDO O DESACUERDO ANTE DIVERSOS TEMAS Y SITUACIONES, CONOCE QUE ES Y PARA QUÈ SIRVE UN RECADO, INVENTA HISTORIAS A TRAVÈS DE IM·GENES, LAS NARRA EN UN AMBIENTE DE CONFIANZA.","CONOCE EL USO DE LAS MONEDAS, UTILIZA CORRECTAMENTE LAS MONEDAS DE $1 PESO Y CON UN POCO DE APOYO LAS MONEDAS DE $2 PESOS EN SITUACIONES DE COMPRA Y VENTA; RESUELVE PROBLEMAS MATEM·TICOS A TRAVÈS DE LA COMPARACIÛN, AGREGAR O QUITAR."
9169,"LOGRA ESCRIBIR SU NOMBRE DE MANERA CONVENCIONAL, ASÌ COMO RECONOCERLO EN ALGUNOS PORTADORES DE TEXTO.","IDENTIFICA DE MANERA ORAL Y POR ESCRITO LOS N˙MEROS DEL 1 AL 10, EN DIVERSAS SITUACIONES, REALIZANDO EN CONTEO DE MANERA CORRECTA."
9170,DESCRIBE PERSONAJES QUE HA IDENTIFICADO EN LA NARRACIÛN DE CUENTOS Y LES ASIGNA CARACTERÌSTICAS CADA VEZ MAS PRECISAS Y ES CAPAZ DE ESCRIBIR PALABRAS GUI·NDOSE DE PORTADORES DE TEXTO.,"UTILIZA ESTRATEGIAS DE CONTEO COMO LA ORGANIZACIÛN EN FILA O CONTEO UNO A UNO, LOGRA IDENTIFICAR EL VALOR CARDINAL DE LAS COLECCIONES Y LOGRA REPRESENTARLO AL ESCRIBIR EL N˙MERO. "
9171,"PUEDE CONTINUAR UNA HISTORIA A PARTIR DE FRAGMENTOS O IM·GENES DE OTRA, CON AYUDA DE SU TUTOR. MENCIONA ACTIVIDADES REALIZADAS EN UN ORDEN ESPACIAL CORRECTO.
","IDENTIFICA LA UBICACIÛN DE UN OBJETO SIGUIENDO INDICACIONES Y PUNTOS DE REFERENCIA.
"
9172,"POSEE GRAN HABILIDAD PARA UTILIZAR SU LENGUAJE ORAL Y COMUNICARSE CON OTRAS PERSONAS (HABLA, PREGUNTA, PLATICA, CUENTA CHISTES, ADIVINANZAS, ETC.)

POSEE GRAN HABILIDAD PARA IDENTIFICAR SU LETRA INICIAL Y  ESCRIBIR SU NOMBRE UTILIZANDO LETRAS.","RECABA DATOS Y ORGANIZA ESTA INFORMACIÛN EN TABLAS Y PICTOGRAMAS QUE LE SIRVEN PARA SIMPLIFICAR Y ORGANIZAR LA INFORMACIÛN.

LOGRA UBICAR OBJETOS Y LUGARES CUYA UBICACIÛN DESCONOCE, A TRAVÈS DE LA INTERPRETACIÛN DE PUNTOS DE REFERENCIA."
9173,"HABLA, CONVERSA, CONOCE Y EXPLICA EN SU LENGUA MATERNA, LAS CARACTERÌSTICAS DE LUGARES, CUENTOS O HISTORIAS, DESCRIBIENDO Y ARGUMENTANDO CON DETALLE SUS GUSTOS Y EMOCIONES SOBRE EL TEMA.","RESPONDE CUESTIONAMIENTOS MATEM·TICOS PARA ORGANIZAR LA INFORMACIÛN EN TABLAS, UTILIZANDO EL CONTEO DE COLECCIONES O EL USO DE LA MONEDA. ASÌ MISMO RECONOCE LA IMPORTANCIA QUE TIENE EN SU VIDA COTIDIANA EL USO DEL N˙MERO."
9174,"LEGUAJE ES VARIADO Y ENTENDIBLE.INVENTA CON FACILIDAD HISTORIAS Y ESCUCHA LAS DE SUS COMPAÒEROS IDENTIFICA Y COMUNICA CANTIDADES

","RECONOCE LOS N˙MEROS ESCRITOS DEL 1 AL 10
"
9175,ESCRIBE SU NOMBRE COMPLETO SIN NECESIDAD DE COPIARLO CON DIVERSOS  PROPÛSITOS;COMPRENDE LA  SECUENCIA QUE DEBE SEGUIR AL NARRAR UN  CUENTO; INVENTA POR SI  SOLO UNA HISTORIA Y LA  EXPRESA CON SUS  FAMILIARES Y COMPAÒEROS,"REALIZA ACTIVIDADES  DONDE HACE USO DE LOS  N⁄MEROS Y  LOS IDENTIFICA COMO AL REALIZAR CONTEO,O UNIR PUNTO EN IM·GENES.REPRODUCE MODELOS CON FORMAS, FIGURAS Y CUERPOS GEOMÈTRICOS, UTILIZANDO RECURSOS PROPIOS."
9176,"PARTICIPA Y EXPONE EN CADA ACTIVIDAD FRENTE AL GRUPO, ESCRIBE SU NOMBRE COMPLETO, RECONOCE LETRAS Y PALABRAS, LEE ORACIONES, IDENTIFICA EL ABECEDARIO Y LAS VOCALES, ASÕ COMO LAS PALABRAS QUE INICIAN CON LA LETRA DE SU NOMBRE.","PUEDE ESCRIBIR LOS N⁄MEROS CUANDO SE LE DICTAN, RECONOCE LOS N⁄MEROS DEL 1 AL 100, REALIZA SUMAS Y RESTAS, TIENE CONOCIMIENTO DE CANTIDADES EN MONEDAS, IDENTIFICA LAS FIGURAS GEOM…TRICAS.
"
9177,"SU ESCRITURA MUESTRA UN AVANCE SIGNIFICATIVO, PARTICIPAR EN JUEGOS DE LA TRADICIÛN ORAL COMO TRABALENGUAS, CHISTES O ADIVINANZAS, AL MOMENTO DE EXPONER SUS CARTELES LO HACE CON SEGURIDAD Y CONFIANZA DE FORMA ENTENDIBLE Y CLARA.","ES CAPAZ DE RECONOCE EL VALOR REAL DE LAS MONEDAS EN SITUACIONES DE JUEGO DE COMPRA Y VENTA, ASÌ MISMO LOGRA IDENTIFICAR LOS USOS DE LOS N˙MEROS EN DIFERENTES SITUACIONES; PESAR, MEDIR, EDAD, ETC."
9178,NO SE CUENTA CON EVIDENCIAS SUFICIENTES,NO SE CUENTA CON EVIDENCIAS SUFICIENTES
9179,REALIZA LA COMPARACIÛN DE  LA ESCRITURA DE LAS PALABRAS CON LAS DE OTRAS. LE GUSTAN LOS CUENTOS LOGRA CONTESTAR PREGUNTAS SOBRE LA TRAMA O PERSONAJES ,"UTILIZA SUS PROPIOS MÈTODOS AL MOMENTO DE RESOLVER UN PROBLEMA, RECONOCIENDO LOS N˙MEROS Y EN QUE COLECCIONES DE OBJETOS HAY M·S QUE OTROS O MENOS SEG˙N SEA EL CASO QUE SE LE PIDE. RECONOCE LOS N˙MEROS DEL 1 AL 5"
9180,DESCRIBE PERSONAJES QUE HA IDENTIFICADO EN LA NARRACIÛN DE CUENTOS Y LES ASIGNA CARACTERÌSTICAS CADA VEZ M·S PRECISAS Y ES CAPAZ DE ESCRIBIR PALABRAS GUI·NDOSE DE PORTADORES DE TEXTO.,"UTILIZA ESTRATEGIAS DE CONTEO COMO LA ORGANIZACIÛN EN FILA O CONTEO UNO A UNO, LOGRA IDENTIFICAR EL VALOR CARDINAL DE LAS COLECCIONES Y LOGRA REPRESENTARLO AL ESCRIBIR EL N˙MERO. "
9181,"IDENTIFICA SU NOMBRE Y OTROS DATOS PERSONALES EN DIVERSOS DOCUMENTOS
MENCIONA CARACTERÌSTICAS DE OBJETOS Y PERSONAS.EXPRESA SU OPINIÛN SOBRE TEXTOS INFORMATIVOS LEÌDOS EN VOZ ALTA POR OTRA PERSONA.
COMPARTE RELATOS DE LA TRADICIÛN ORAL QUE LE SON FAM","CUENTA Y RESUELVE PROBLEMAS A TRAVÈS DEL CONTEO Y CON ACCIONES SOBRE LAS COLECCIONES.
REALIZA SUMAS Y RESTAS NO MAYORES A 30. COMPARA, IGUALA Y CLASIFICA COLECCIONES CON BASE EN LA CANTIDAD DE OBJETOS.REPRODUCE FORMAS Y FIGURAS GEOMÈTRICAS.
"
9182,INVENTA HISTORIAS A PARTIR DE ALGUNOS PERSONAJES Y PAISAJES NUEVOS O CUENTOS QUE YA CONOCE COORDINANDO CADA VEZ MEJOR SUS IDEAS Y PONIENDO EN PRACTICA TODA SU CREATIVIDAD. ,"RECONOCE DONDE HAY M¡S ELEMENTOS EN UNA COLECCI”N, AVANZA M¡S EN LA SUCESI”N NUM…RICA ORAL Y ESCRITA."
9183,"ESCRIBE SU NOMBRE Y DIVERSAS PALABRAS EN JUEGOS QUE SE HACEN EN CLASE EN LÌNEA Y RECONOCE LOS DE ALGUNOS MIEMBROS DE SU FAMILIA, ASI COMO LA LECTURA DE PALABRAS SENCILLAS SIN AYUDA. ","COMUNICA DE MANERA ESCRITA LOS N˙MEROS QUE CONOCE Y PARA REPRESENTAR CANTIDADES QUE CUENTA. RECABA DATOS Y LOS REGISTRA DE ACUERDO A SUS CONOCIMIENTOS EN UNA TABLA O GRAFICA SENCILLA. 
"
9184,. REALIZA DESCRIPCIONES GENERALES DE PERSONAJES O LUGARES QUE IMAGINA AL ESCUCHAR CUENTOS Y F·BULAS. CUENTA HISTORIAS CORTAS DE INVENCIÛN PROPIA. PRODUCE TEXTOS CORTOS UTILIZANDO SUS PROPIOS RECURSOS. RECUERDA Y PRACTICA POEMAS Y ADIVINANZAS QUE SE H,PAULATINAMENTE ADQUIERE LA NOCIÛN DEL VALOR DE LAS MONEDAS DE 1 PESO. REALIZA LA INTERPRETACIÛN DE RELACIONES ESPACIALES A PARTIR DE SU CUERPO O UN PUNTO DE REFERENCIA PARA ENCONTRAR LUGARES Y OBJETOS. HACE USO DE DIBUJOS PARA PLASMAR LOS DATOS E INF
9185,"RECONOCE LO QUE SIGUE A PARTIR DE UN PUNTO DADO EN UNA HISTORIA, SE ENCUENTRA EN DESARROLLO DE PODER NARRARLA.
SE NOTA CON POCA SEGURIDAD PARA EXPRESAR SU OPINIÛN, REQUIERE APOYO PARA HACERLO CON PREGUNTAS DIRECTAS.
","REQUIERE APOYO PARA PODER RECABAR Y ORGANIZAR INFORMACIÛN.
POCO A POCO LOGRA RESOLVER PROBLEMAS DE CANTIDAD QUE IMPLIQUEN SEPARAR ELEMENTOS.
"
9186,"MUESTRA UNA MAYOR COMPRENSI”N DE LECTURAS DE CUENTOS QUE ESCUCHA, LOGRANDO A LA VEZ PLASMAR SUS IDEAS MEDIANTE DIBUJOS E INTENTO DE PALABRAS ESCRITAS. CADA VEZ MAS DENOTA CONFIANZA PARA EXPRESAR E INTERCAMBIAR IDEAS AL ESTAR CON SUS COMPA—EROS.","UTILIZA LOS N⁄MEROS CON DIFERENTES PROP”SITOS EN DIFERENTES SITUACIONES DE LA VIDA DIARIA, RECONOCE Y REGISTRA CANTIDADES, JUEGA CON HABILIDAD EL GEOPLANO, ROMPECABEZAS, TANGRAM Y OTROS MATERIALES DE CONSTRUCCI”N, RESPETANDO NORMAS Y REGLAS DE JUEGO."
9187,"ELEMENTOS INSUFICIENTES  PARA EVALUAR 
","ELEMENTOS INSUFICIENTES  PARA EVALUAR 
"
9188,"DOMINA LA MAYORÌA DE LOS TEMAS Y CONCEPTOS VISTO EN TERCER GRADO. ESCRIBE SU NOMBRE COMPLETO CORRECTAMENTE. 
REALIZA LECTURA DE CUENTOS LETRA POR LETRA Y DESPUÈS EXPRESA LO QUE DICE LA PALABRA COMPLETA. IDENTIFICA TODAS LAS LETRAS DEL ABECEDARIO. ","IDENTIFICA, ESCRIBE, NOMBRA LOS N˙MEROS DEL 1 AL 1000, RECONOCE UNA UNIDAD, UNA DECENA Y UNA CENTENA. CONOCE LOS SIGNOS EMPLEADOS EN LA MATERIA, . "
9189,ESCRIBE SU NOMBRE Y EL DE OTROS COMPAÒEROS CON DIVERSOS PROPÛSITOS ,"EN SITUACIONES DE JUEGO SIMBÛLICO DE COMPRA. VENTA  LOGRA HACER USO DE LAS MONEDAS  RECONOCIENDO EL VALOR DENOMINATIVO EN MONEDAS  DE HASTA $10 
"
9190,"NARRA CON FACILIDAD SUCESOS REALES E IMAGINARIOS, ES COMINUCATIVO. IDENTIFICA QUE ALGUNAS PERSONAS HABLAN OTRO IDIOMA. ESCRIBE SU NOMBRE E IDENTIFICA EL DE ALGUNOS FAMILIARES Y DE COMPAÒEROS. IDENTIFICA PALABRAS QUE RIMAN SEÒALANDO LA SIMILITUD","MIDE OBJETOS MEDIANTE UNIDADES NO CONVENCIONALES, LOGRA RESOLVER PROBLEMAS A TRAVÈS DEL CONTEO. IDENTIFICA EL ORDEN DE LOS N˙MEROS EN FORMA ESCRITA. PONE EN PR·CTICA EL VALOR DE LAS MONEDAS, REALIZA GR·FICAS."
9191,"COMENTA NOTICIAS QUE SE DIFUNDEN EN PERIÛDICOS, RADIO, TELEVISIÛN Y OTROS MEDIOS DE COMUNICACIÛN, HACE EL USO DEL LENGUAJE PARA COMUNICARSE CON OTROS, SE INICIA EN EL DICTADO DE PALABRAS",CONTEO ORAL Y RECONOCIMIENTO DE NUMEROS EN AUMENTO (50) RAZONA PARA RESOLVER PROBLEMAS SENCILLOS EXPLICANDO LA MAERA EN QUE LO RESOLVIO CONSTRUYE ESTRUCTURAS EMPLEANDO CUERPOS GEOMETRICOS 
9192,EL ALUMNO REQUIERE APOYO PARA LLEVAR A CABO EL REGISTRO DE SU NOMBRE Y PARA REALIZAR DESCRIPCIONES ORALES. REPRESENTA PERSONAJES DE LEYENDA QUE ESCUCHA CON ATENCIÛN. DICE TRABALENGUAS. ,"COMUNICA LOS N˙MEROS EN LA SERIE ORAL DE MANERA CORRECTA. LOGRA CONTAR COLECCIONES Y DETERMINAR EL TOTAL DE LA MISMA. UTILIZA LAS MONEDAS DE 1 PESO, CU·NTO DINERO TIENE Y LO QUE LE ALCANZA PARA COMPRAR."
9193,"SE EXPRESA DE MANERA COHERENTE Y CLARA, SIN EMBARGO, ES NECESARIO REGULAR SU COMPORTAMIENTO EN CLASE YA QUE SUELE PLATICAR CONSTANTEMENTE CON SUS COMPAÒERAS","SELECCIONA MEDIANAMENTE DIVERSOS ELEMENTOS U OBJETOS, EL QUE CONSIDERA QUE ES M·S APROPIADO PARA LLEVAR A CABO ALGUNA ACTIVIDAD"
9194,ALGUNAS OCASIONES IDENTIFICA SU NOMBRE CON DIVERSOS PROP”SITOS. ,OCASIONALMENTE RELACIONA EL N˙MERO DE ELEMENTOS DE UNA COLECCIÛN CONTANDO DEL 1 AL 5. 
9195,"CON AYUDA IDENTIFICA E INTENTA ESCRIBIR SU NOMBRE EN DIVERSOS PORTADORE.  COMIENZA A EXPRESAR E INTERACTUAR EN CONVERSACIONES DE DISTINTOS TEMAS.
","IDENTIFICA FORMAS GEOMÈTRICAS B·SICAS: CIRCULO, TRIANGULO, CUADRADO, RECT·NGULO. EMPLEA CON AYUDA EXPRESIONES TEMPORALES.
"
9196,"PARTICIPA  COMUNICANDO IDEAS ACERCA DE TEMAS DE SU INTERÈS, REQUIERE QUE SE LE RECUERDE SOLICITAR LA PALABRA Y ESCUCHAR LAS APORTACIONES DE SUS PARES.","CON APOYO RESUELVE ALGUNOS PROBLEMAS A TRAVÈS DEL CONTEO, IDENTIFICA ALGUNOS USOS DEL N˙MERO EN SU VIDA COTIDIANA."
9197,"IDENTIFICA Y TRAZA LA MAYORÕA DE LAS LETRAS QUE HEMOS VISTO, AUN BATALLA PARA JUNTAR SILABAS Y LEER, SUS TRAZOS HAN MEJORADO. DESCRIBE PERSONAS, LUGARES, OBJETOS DE MANERA M¡S PRECISA.","IDENTIFICA, TRAZA Y CUENTA LA MAYORÕA DE LOS N⁄MEROS QUE HEMOS VISTO. COMPARA COLECCIONES YA SEA POR
CORRESPONDENCIA O POR CONTEO. USA MEDIDAS NO CONVENCIONALES PARA MEDIR LA CAPACIDAD CON DISTINTOS
PROP”SITOS."
9198,"RECONOCE SU NOMBRE DE ENTRE OTROS NOMBRES DE SUS COMPAÒEROS O MIEMBROS DE SU FAMILIA Y HACE USO DE EL EN SITUACIONES ESCOLARES DIVERSAS.  EXPRESA SUS IDEAS CON PRECISIÛN  AL TRATAR UN TEMA ESPECÌFICO, EXPLICANDO Y DESCRIBIENDO CON MAYOR DETALLE.",CUENTA DE MANERA ORAL HACIENDO CORRESPONDENCIA UNO A UNO HASTA EL 20. RESUELVE PROBLEMAS  SENCILLOS QUE IMPLICAN AGREGAR ELEMENTOS A UNA COLECCIÛN QUE YA TENIA. PARTICIPA EN JUEGOS DE COMPRA-VENTA IDENTIFICANDO EL VALOR DE LAS MONEDAS.
9199,"EXPRESA SUS PREFERENCIAS DE LO QUE LE GUSTA Y LO QUE NO AL PARTICIPAR ENJUEGOS INDIVIDUALES Y GRUPALES, ASÌ COMO EN LAS DIFERENTES ACTIVIDADES EN LAS QUE PARTICIPA. ",CONTESTA PREGUNTAS EN LAS QUE NECESITA RECABAR DATOS Y REQUIERE APOYO PARA ORGANIZARLOS. SIGUE INDICACIONES PARA LOCALIZAR OBJETOS CUYA UBICACIÛN DESCONOCE.
9200,"ESCUCHA ATENTAMENTE A LO QUE SE LE INDICA Y LOGRA RESPONDER CON SUS PROPIAS IDEAS A LOS CUESTIONAMIENTOS QUE SE LE PROPONEN. LOGRA ESCRIBIR SU NOMBRE, SIN EMBARGO, EN OCASIONES OMITE ALGUNAS LETRAS. REQUIERE CONTINUAR TRABAJANDO CON LA ESTIMULACIÛN","A˙N SE ENCUENTRA EN PROCESO DE COMUNICAR CON CLARIDAD DE FORMA ORAL Y ESCRITA LOS N˙MEROS DEL 1 AL 30.  MENCIONA LA CANTIDAD DE ELEMENTOS QUE CONFORMAN DISTINTAS COLECCIONES, SE ENCUENTRA EN PROCESO DE REPRESENTAR CON MAYOR FLUIDEZ LAS CANTIDADES

"
9201,"EXPRESA CON CLARIDAD Y EDICACI LAS IDEAS QUE TIENE ACERCA DE DICERSOS TEMAS, ATIENDE Y SE MUESTRA ATENTA Y EN LO QUE SE DICE EN INTERACCIONES CON OTRAS PERSONAS.  EN OACSIONES LOGRA DECIER ALGUNAS RIMAS, CANCIONES, TRABALENGUAS, ADIVINANZAS.","IDENTIFICA ALGUNAS RLACIONES DE EQUIVALENCIA ENTRE MONEDAS DE $1, $2, $5 Y $10 EN SITUACINES REALES OFICTICIAS DE COMPRA Y VENTA.  IDENTIFICA LOS USOS DE LOS NUMEROS EN LA VIDA COTIDIAN Y ENTIENDE QUE SIGNIFICAN.
"
9202,"LOGRA COMUNICAR HISTORIAS O EXPERIENCIAS DE LA FAMILIA DE MANERA FLUIDA, CLARA Y ESPECIFICA. SE EXPRESA MENCIONANDO ALGUNOS ELEMENTOS DEL OBJETO O PERSONA. SE MUESTRA INTERESADO Y CUESTIONA A LOS DEM¡S PARA SABER M¡S SOBRE UN TEMA. ","ES REFLEXIVO Y H¡BIL PARA RESOLVER PROBLEMAS, ANALIZA Y BUSCA EL PROCEDIMIENTO A LLEVAR A CABO PARA SOLUCIONARLO. IDENTIFICA EL VALOR DE LAS MONEDAS DE 1, 2 Y 5 PESOS. MENCIONA DONDE EST¡ UN OBJETO DICIENDO LEJOS, CERCA, AHÕ. "
9203,"PARTICIPA EN JUEGOSMORALES, SE EXPRESA DE FORMA FLUIDA Y PRECISA, HA AMPLIADO SU VOCABULARIO, RECONOCE SU NOMBRE, LO ESCRIBE Y REALIZA COMPARACIONES CON LOS NOMBRES DE QUIENES SE ENCUENTRAN APOYANDOLO","NOMBRA Y ESCRIBE LOS N˘MEROS DE LA SERIE N˘MERICA DEL 1 AL 30, RESUELVE PROBLEMAS CON COLECCIONES, LLEVA A CABO LA COMPARACIÚN DE OBJETOS IDENTIFICANDO EL M‡S GRANDE Y PEQUEÒO, REALIZA MEDICIONES EMPLENDO INSTRUMENTOS CONVENCIONALES Y NO CONVENCIONAL"
9204,"TIENE DIFICULTAD PARA NARRAR POR SI SOLO ANÈCDOTAS EN DONDE SIGA EL ORDEN DE LAS IDEAS, ES NECESARIO CUESTIONARLE PARA QUE EXPRESE SUS IDEAS. COMENTA ALGUNAS IDEAS QUE RELACIONA CON SU VIDA EN BASE A HISTORIAS QUE LE SON LEÌDAS.",IDENTIFICA ALGUNOS N˙MEROS EN FORMA ESCRITA Y TRATA DE RELACIONARLOS CON LA SUCESIÛN NUMÈRICA. COMUNICA LOS N˙MEROS DE MANERA ORAL AL CONTAR ELEMENTOS DE UNA COLECCIÛN. MENCIONA FORMAS Y FIGURAS QUE IDENTIFICA EN OTROS ELEMENTOS.
9205,UTILIZA LAS LETRAS DE SU NOMBRE PARA PLASMAR ALGUNA IDEA Y EXPLICA LO QUE DICE SU TEXTO. EXPRESA ALGUNAS IDEAS O PENSAMIENTOS DE FORMA BREVE.,CUENTA ORALMENTE EN ORDEN DEL 1 AL 10. HACE USO DE N˙MEROS DEL 1 AL 5 Y USO  PARA REPRESENTAR UNA CANTIDAD.
9206,IDENTIFICA Y MENCIONA SU PERSONAJES FAVORITO DENTRO DE UNA HISTORIA. RECONOCE SU NOMBRE ESCRITO Y LOGRA ETIQUETAR SUS PRODUCCIONES CON EL MISMO. APRENDE PEQUEÒOS POEMAS Y RIMAS Y LAS DICE FRENTE A LOS DEM¡S.,CUENTA COLECCIONES Y LAS REPRESENTA CON EL N⁄MERO O LAS REPRESENTA CON UNA GR¡FICA DE BARRAS. RELACIONA LAS FIGURAS GEOM…TRICAS CON LA FORMA DE OBJETOS QUE OBSERVA A SU ALREDEDOR. LOGRA IDENTIFICAR ALGUNOS N⁄MEROS. USA T…RMINOS DE UBICACI”N ESPACIAL
